id,company_id,code,name,un_ece_code,un_ece_code_5305,table_code,description,value
pe_cpe_error_1004,,1004,El XML no contiene el tag o no existe informacion de InvoiceTypeCode,,,PE.CPE.ERROR,,
pe_cpe_error_1005,,1005,CustomerAssignedAccountID -  El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_1006,,1006,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_1007,,1007,El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_1008,,1008,El XML no contiene el tag o no existe informacion en tipo de documento del emisor.,,,PE.CPE.ERROR,,
pe_cpe_error_1009,,1009,IssueDate - El dato ingresado  no cumple con el patron YYYY-MM-DD,,,PE.CPE.ERROR,,
pe_cpe_error_1010,,1010,El XML no contiene el tag IssueDate,,,PE.CPE.ERROR,,
pe_cpe_error_1011,,1011,IssueDate- El dato ingresado no es valido,,,PE.CPE.ERROR,,
pe_cpe_error_1012,,1012,ID - El dato ingresado no cumple con el patron SERIE-CORRELATIVO,,,PE.CPE.ERROR,,
pe_cpe_error_1013,,1013,El XML no contiene informacion en el tag ID,,,PE.CPE.ERROR,,
pe_cpe_error_1014,,1014,CustomerAssignedAccountID - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_1015,,1015,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_1016,,1016,AdditionalAccountID - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_1017,,1017,El XML no contiene el tag AdditionalAccountID del emisor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_1018,,1018,IssueDate - El dato ingresado no cumple con el patron YYYY-MM-DD,,,PE.CPE.ERROR,,
pe_cpe_error_1019,,1019,El XML no contiene el tag IssueDate,,,PE.CPE.ERROR,,
pe_cpe_error_1020,,1020,IssueDate- El dato ingresado no es valido,,,PE.CPE.ERROR,,
pe_cpe_error_1021,,1021,Error en la validacion de la nota de credito,,,PE.CPE.ERROR,,
pe_cpe_error_1022,,1022,La serie o numero del documento modificado por la Nota Electrónica no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_1023,,1023,No se ha especificado el tipo de documento modificado por la Nota electronica,,,PE.CPE.ERROR,,
pe_cpe_error_1024,,1024,CustomerAssignedAccountID - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_1025,,1025,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_1026,,1026,AdditionalAccountID - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_1027,,1027,El XML no contiene el tag AdditionalAccountID del emisor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_1028,,1028,IssueDate - El dato ingresado no cumple con el patron YYYY-MM-DD,,,PE.CPE.ERROR,,
pe_cpe_error_1029,,1029,El XML no contiene el tag IssueDate,,,PE.CPE.ERROR,,
pe_cpe_error_1030,,1030,IssueDate- El dato ingresado no es valido,,,PE.CPE.ERROR,,
pe_cpe_error_1031,,1031,Error en la validacion de la nota de debito,,,PE.CPE.ERROR,,
pe_cpe_error_1032,,1032,El comprobante fue informado previamente en una comunicacion de baja,,,PE.CPE.ERROR,,
pe_cpe_error_1033,,1033,El comprobante fue registrado previamente con otros datos,,,PE.CPE.ERROR,,
pe_cpe_error_1034,,1034,Número de RUC del nombre del archivo no coincide con el consignado en el contenido del archivo XML,,,PE.CPE.ERROR,,
pe_cpe_error_1035,,1035,Numero de Serie del nombre del archivo no coincide con el consignado en el contenido del archivo XML,,,PE.CPE.ERROR,,
pe_cpe_error_1036,,1036,Número de documento en el nombre del archivo no coincide con el consignado en el contenido del XML,,,PE.CPE.ERROR,,
pe_cpe_error_1037,,1037,El XML no contiene el tag o no existe informacion de RegistrationName del emisor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_1038,,1038,RegistrationName - El nombre o razon social del emisor no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_1039,,1039,Solo se pueden recibir notas electronicas que modifican facturas,,,PE.CPE.ERROR,,
pe_cpe_error_1040,,1040,El tipo de documento modificado por la nota electronica no es valido,,,PE.CPE.ERROR,,
pe_cpe_error_1041,,1041,cac:PrepaidPayment/cbc:ID - El tag no contiene el atributo @SchemaID. que indica el tipo de documento que realiza el anticipo,,,PE.CPE.ERROR,,
pe_cpe_error_1042,,1042,cac:PrepaidPayment/cbc:InstructionID – El tag no contiene el atributo @SchemaID. Que indica el tipo de documento del emisor del documento del anticipo.,,,PE.CPE.ERROR,,
pe_cpe_error_1043,,1043,cac:OriginatorDocumentReference/cbc:ID - El tag no contiene el atributo @SchemaID. Que indica el tipo de documento del originador del documento electrónico.,,,PE.CPE.ERROR,,
pe_cpe_error_1044,,1044,cac:PrepaidPayment/cbc:InstructionID – El dato ingresado no cumple con el estándar.,,,PE.CPE.ERROR,,
pe_cpe_error_1045,,1045,cac:OriginatorDocumentReference/cbc:ID – El dato ingresado no cumple con el estándar.,,,PE.CPE.ERROR,,
pe_cpe_error_1046,,1046,cbc:Amount - El dato ingresado no cumple con el estándar.,,,PE.CPE.ERROR,,
pe_cpe_error_1047,,1047,cbc:Quantity - El dato ingresado no cumple con el estándar.,,,PE.CPE.ERROR,,
pe_cpe_error_1048,,1048,El XML no contiene el tag o no existe información de PrepaidAmount para un documento con anticipo.,,,PE.CPE.ERROR,,
pe_cpe_error_1049,,1049,ID - Serie y Número del archivo no coincide con el consignado en el contenido del XML.,,,PE.CPE.ERROR,,
pe_cpe_error_1050,,1050,El XML no contiene informacion en el tag DespatchAdviceTypeCode.,,,PE.CPE.ERROR,,
pe_cpe_error_1051,,1051,DespatchAdviceTypeCode - El valor del tipo de guía es inválido.,,,PE.CPE.ERROR,,
pe_cpe_error_1052,,1052,DespatchAdviceTypeCode - No coincide con el consignado en el contenido del XML.,,,PE.CPE.ERROR,,
pe_cpe_error_1053,,1053,cac:OrderReference - El XML no contiene informacion en serie y numero dado de baja (cbc:ID).,,,PE.CPE.ERROR,,
pe_cpe_error_1054,,1054,cac:OrderReference - El valor en numero de documento no cumple con un formato valido (SERIE-NUMERO).,,,PE.CPE.ERROR,,
pe_cpe_error_1055,,1055,cac:OrderReference - Numero de serie del documento no cumple con un formato valido (EG01 ó TXXX).,,,PE.CPE.ERROR,,
pe_cpe_error_1056,,1056,cac:OrderReference - El XML no contiene informacion en el código de tipo de documento (cbc:OrderTypeCode).,,,PE.CPE.ERROR,,
pe_cpe_error_1057,,1057,cac:AdditionalDocumentReference - El XML no contiene el tag o no existe información en el numero de documento adicional (cbc:ID).,,,PE.CPE.ERROR,,
pe_cpe_error_1058,,1058,cac:AdditionalDocumentReference - El XML no contiene el tag o no existe información en el tipo de documento adicional (cbc:DocumentTypeCode).,,,PE.CPE.ERROR,,
pe_cpe_error_1059,,1059,El XML no contiene firma digital.,,,PE.CPE.ERROR,,
pe_cpe_error_1060,,1060,cac:Shipment - El XML no contiene el tag o no existe informacion del numero de RUC del Remitente (cac:).,,,PE.CPE.ERROR,,
pe_cpe_error_1061,,1061,El numero de RUC del Remitente no existe.,,,PE.CPE.ERROR,,
pe_cpe_error_1062,,1062,El XML no contiene el atributo o no existe informacion del motivo de traslado.,,,PE.CPE.ERROR,,
pe_cpe_error_1063,,1063,El valor ingresado como motivo de traslado no es valido.,,,PE.CPE.ERROR,,
pe_cpe_error_1064,,1064,El XML no contiene el atributo o no existe informacion en el tag cac:DespatchLine de bienes a transportar.,,,PE.CPE.ERROR,,
pe_cpe_error_1065,,1065,El XML no contiene el atributo o no existe informacion en modalidad de transporte.,,,PE.CPE.ERROR,,
pe_cpe_error_1066,,1066,El XML no contiene el atributo o no existe informacion de datos del transportista.,,,PE.CPE.ERROR,,
pe_cpe_error_1067,,1067,El XML no contiene el atributo o no existe información de vehiculos.,,,PE.CPE.ERROR,,
pe_cpe_error_1068,,1068,El XML no contiene el atributo o no existe información de conductores.,,,PE.CPE.ERROR,,
pe_cpe_error_1069,,1069,El XML no contiene el atributo o no existe información de la fecha de inicio de traslado o fecha de entrega del bien al transportista.,,,PE.CPE.ERROR,,
pe_cpe_error_1070,,1070,El valor ingresado  como fecha de inicio o fecha de entrega al transportista no cumple con el estandar (YYYY-MM-DD).,,,PE.CPE.ERROR,,
pe_cpe_error_1071,,1071,El valor ingresado  como fecha de inicio o fecha de entrega al transportista no es valido.,,,PE.CPE.ERROR,,
pe_cpe_error_1072,,1072,Starttime - El dato ingresado  no cumple con el patron HH:mm:ss.SZ.,,,PE.CPE.ERROR,,
pe_cpe_error_1073,,1073,StartTime - El dato ingresado no es valido.,,,PE.CPE.ERROR,,
pe_cpe_error_1074,,1074,cac:Shipment - El XML no contiene o no existe información en punto de llegada (cac:DeliveryAddress).,,,PE.CPE.ERROR,,
pe_cpe_error_1075,,1075,cac:Shipment - El XML no contiene o no existe información en punto de partida (cac:OriginAddress).,,,PE.CPE.ERROR,,
pe_cpe_error_1076,,1076,El XML no contiene el atributo o no existe información de sustento de traslado de mercaderias para el tipo de operación.,,,PE.CPE.ERROR,,
pe_cpe_error_1077,,1077,El XML contiene el tag de sustento de traslado de mercaderias que no corresponde al tipo de operación.,,,PE.CPE.ERROR,,
pe_cpe_error_2010,,2010,El contribuyente no esta activo,,,PE.CPE.ERROR,,
pe_cpe_error_2011,,2011,El contribuyente no esta habido,,,PE.CPE.ERROR,,
pe_cpe_error_2012,,2012,El contribuyente no está autorizado a emitir comprobantes electrónicos,,,PE.CPE.ERROR,,
pe_cpe_error_2013,,2013,El contribuyente no cumple con tipo de empresa o tributos requeridos,,,PE.CPE.ERROR,,
pe_cpe_error_2014,,2014,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del receptor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_2015,,2015,El XML no contiene el tag o no existe informacion de AdditionalAccountID del receptor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_2016,,2016,El dato ingresado  en el tipo de documento de identidad del receptor no cumple con el estandar o no esta permitido.,,,PE.CPE.ERROR,,
pe_cpe_error_2017,,2017,El numero de documento de identidad del receptor debe ser  RUC,,,PE.CPE.ERROR,,
pe_cpe_error_2018,,2018,El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2019,,2019,El XML no contiene el tag o no existe informacion de nombre o razon social del emisor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_2020,,2020,El nombre o razon social del emisor no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2021,,2021,El XML no contiene el tag o no existe informacion de RegistrationName del receptor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_2022,,2022,RegistrationName -  El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2023,,2023,El Numero de orden del item no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2024,,2024,El XML no contiene el tag InvoicedQuantity en el detalle de los Items o es cero (0),,,PE.CPE.ERROR,,
pe_cpe_error_2025,,2025,InvoicedQuantity El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2026,,2026,El XML no contiene el tag cac:Item/cbc:Description en el detalle de los Items,,,PE.CPE.ERROR,,
pe_cpe_error_2027,,2027,El XML no contiene el tag o no existe informacion de cac:Item/cbc:Description del item,,,PE.CPE.ERROR,,
pe_cpe_error_2028,,2028,Debe existir el tag cac:AlternativeConditionPrice,,,PE.CPE.ERROR,,
pe_cpe_error_2029,,2029,PriceTypeCode El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2030,,2030,El XML no contiene el tag cbc:PriceTypeCode,,,PE.CPE.ERROR,,
pe_cpe_error_2031,,2031,El dato ingresado en total valor de venta no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2032,,2032,El XML no contiene el tag LineExtensionAmount en el detalle de los Items,,,PE.CPE.ERROR,,
pe_cpe_error_2033,,2033,El dato ingresado en TaxAmount de la linea no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2034,,2034,TaxAmount es obligatorio,,,PE.CPE.ERROR,,
pe_cpe_error_2035,,2035,cac:TaxCategory/cac:TaxScheme/cbc:ID El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2036,,2036,El codigo del tributo es invalido,,,PE.CPE.ERROR,,
pe_cpe_error_2037,,2037,El XML no contiene el tag cac:TaxCategory/cac:TaxScheme/cbc:ID del Item,,,PE.CPE.ERROR,,
pe_cpe_error_2038,,2038,cac:TaxScheme/cbc:Name del item - No existe el tag o el dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2039,,2039,El XML no contiene el tag cac:TaxCategory/cac:TaxScheme/cbc:Name del Item,,,PE.CPE.ERROR,,
pe_cpe_error_2040,,2040,El tipo de afectacion del IGV es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2041,,2041,El sistema de calculo del ISC es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2042,,2042,Debe indicar el IGV. Es un campo obligatorio,,,PE.CPE.ERROR,,
pe_cpe_error_2043,,2043,El dato ingresado en PayableAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2044,,2044,PayableAmount es obligatorio,,,PE.CPE.ERROR,,
pe_cpe_error_2045,,2045,El valor ingresado en AdditionalMonetaryTotal/cbc:ID es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2046,,2046,AdditionalMonetaryTotal/cbc:ID debe tener valor,,,PE.CPE.ERROR,,
pe_cpe_error_2047,,2047,"Es obligatorio al menos un AdditionalMonetaryTotal con codigo 1001, 1002, 1003 o 3001",,,PE.CPE.ERROR,,
pe_cpe_error_2048,,2048,El dato ingresado en TaxAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2049,,2049,TaxAmount es obligatorio,,,PE.CPE.ERROR,,
pe_cpe_error_2050,,2050,TaxScheme ID - No existe el tag o el dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2051,,2051,El codigo del tributo es invalido,,,PE.CPE.ERROR,,
pe_cpe_error_2052,,2052,El XML no contiene el tag código de tributo internacional de impuestos globales,,,PE.CPE.ERROR,,
pe_cpe_error_2053,,2053,TaxScheme Name - No existe el tag o el dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2054,,2054,El XML no contiene el tag TaxScheme Name de impuestos globales,,,PE.CPE.ERROR,,
pe_cpe_error_2055,,2055,TaxScheme TaxTypeCode - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2056,,2056,El XML no contiene el tag TaxScheme TaxTypeCode de impuestos globales,,,PE.CPE.ERROR,,
pe_cpe_error_2057,,2057,El Name o TaxTypeCode debe corresponder con el Id para el IGV,,,PE.CPE.ERROR,,
pe_cpe_error_2058,,2058,El Name o TaxTypeCode debe corresponder con el Id para el ISC,,,PE.CPE.ERROR,,
pe_cpe_error_2059,,2059,El dato ingresado en TaxSubtotal/cbc:TaxAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2060,,2060,TaxSubtotal/cbc:TaxAmount es obligatorio,,,PE.CPE.ERROR,,
pe_cpe_error_2061,,2061,El tag global cac:TaxTotal/cbc:TaxAmount debe tener el mismo valor que cac:TaxTotal/cac:Subtotal/cbc:TaxAmount,,,PE.CPE.ERROR,,
pe_cpe_error_2062,,2062,El dato ingresado en PayableAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2063,,2063,El XML no contiene el tag PayableAmount,,,PE.CPE.ERROR,,
pe_cpe_error_2064,,2064,El dato ingresado en ChargeTotalAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2065,,2065,El dato ingresado en el campo Total Descuentos no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2066,,2066,Debe indicar una descripcion para el tag sac:AdditionalProperty/cbc:Value,,,PE.CPE.ERROR,,
pe_cpe_error_2067,,2067,cac:Price/cbc:PriceAmount - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2068,,2068,El XML no contiene el tag cac:Price/cbc:PriceAmount en el detalle de los Items,,,PE.CPE.ERROR,,
pe_cpe_error_2069,,2069,DocumentCurrencyCode - El dato ingresado no cumple con la estructura,,,PE.CPE.ERROR,,
pe_cpe_error_2070,,2070,El XML no contiene el tag o no existe informacion de DocumentCurrencyCode,,,PE.CPE.ERROR,,
pe_cpe_error_2071,,2071,La moneda debe ser la misma en todo el documento. Salvo las percepciones que sólo son en moneda nacional.,,,PE.CPE.ERROR,,
pe_cpe_error_2072,,2072,CustomizationID - La versión del documento no es la correcta,,,PE.CPE.ERROR,,
pe_cpe_error_2073,,2073,El XML no existe informacion de CustomizationID,,,PE.CPE.ERROR,,
pe_cpe_error_2074,,2074,UBLVersionID - La versión del UBL no es correcta,,,PE.CPE.ERROR,,
pe_cpe_error_2075,,2075,El XML no contiene el tag o no existe informacion de UBLVersionID,,,PE.CPE.ERROR,,
pe_cpe_error_2076,,2076,cac:Signature/cbc:ID - Falta el identificador de la firma,,,PE.CPE.ERROR,,
pe_cpe_error_2077,,2077,El tag cac:Signature/cbc:ID debe contener informacion,,,PE.CPE.ERROR,,
pe_cpe_error_2078,,2078,cac:Signature/cac:SignatoryParty/cac:PartyIdentification/cbc:ID - Debe ser igual al RUC del emisor,,,PE.CPE.ERROR,,
pe_cpe_error_2079,,2079,El XML no contiene el tag cac:Signature/cac:SignatoryParty/cac:PartyIdentification/cbc:ID,,,PE.CPE.ERROR,,
pe_cpe_error_2080,,2080,cac:Signature/cac:SignatoryParty/cac:PartyName/cbc:Name - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2081,,2081,El XML no contiene el tag cac:Signature/cac:SignatoryParty/cac:PartyName/cbc:Name,,,PE.CPE.ERROR,,
pe_cpe_error_2082,,2082,cac:Signature/cac:DigitalSignatureAttachment/cac:ExternalReference/cbc:URI - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2083,,2083,El XML no contiene el tag cac:Signature/cac:DigitalSignatureAttachment/cac:ExternalReference/cbc:URI,,,PE.CPE.ERROR,,
pe_cpe_error_2084,,2084,ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/ds:Signature/@Id - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2085,,2085,El XML no contiene el tag ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/ds:Signature/@Id,,,PE.CPE.ERROR,,
pe_cpe_error_2086,,2086,ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:CanonicalizationMethod/@Algorithm - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2087,,2087,El XML no contiene el tag ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:CanonicalizationMethod/@Algorithm,,,PE.CPE.ERROR,,
pe_cpe_error_2088,,2088,ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:SignatureMethod/@Algorithm - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2089,,2089,El XML no contiene el tag ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:SignatureMethod/@Algorithm,,,PE.CPE.ERROR,,
pe_cpe_error_2090,,2090,ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:Reference/@URI - Debe estar vacio para id,,,PE.CPE.ERROR,,
pe_cpe_error_2091,,2091,El XML no contiene el tag ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:Reference/@URI,,,PE.CPE.ERROR,,
pe_cpe_error_2092,,2092,ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/.../ds:Transform@Algorithm - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2093,,2093,El XML no contiene el tag ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:Reference/ds:Transform@Algorithm,,,PE.CPE.ERROR,,
pe_cpe_error_2094,,2094,ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:Reference/ds:DigestMethod/@Algorithm - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2095,,2095,El XML no contiene el tag ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:Reference/ds:DigestMethod/@Algorithm,,,PE.CPE.ERROR,,
pe_cpe_error_2096,,2096,ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:Reference/ds:DigestValue - No  cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2097,,2097,El XML no contiene el tag ext:UBLExtensions/.../ds:Signature/ds:SignedInfo/ds:Reference/ds:DigestValue,,,PE.CPE.ERROR,,
pe_cpe_error_2098,,2098,ext:UBLExtensions/.../ds:Signature/ds:SignatureValue - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2099,,2099,El XML no contiene el tag ext:UBLExtensions/.../ds:Signature/ds:SignatureValue,,,PE.CPE.ERROR,,
pe_cpe_error_2100,,2100,ext:UBLExtensions/.../ds:Signature/ds:KeyInfo/ds:X509Data/ds:X509Certificate - No cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2101,,2101,El XML no contiene el tag ext:UBLExtensions/.../ds:Signature/ds:KeyInfo/ds:X509Data/ds:X509Certificate,,,PE.CPE.ERROR,,
pe_cpe_error_2102,,2102,Error al procesar la factura,,,PE.CPE.ERROR,,
pe_cpe_error_2103,,2103,La serie ingresada no es válida,,,PE.CPE.ERROR,,
pe_cpe_error_2104,,2104,Numero de RUC del emisor no existe,,,PE.CPE.ERROR,,
pe_cpe_error_2105,,2105,Factura a dar de baja no se encuentra registrada en SUNAT,,,PE.CPE.ERROR,,
pe_cpe_error_2106,,2106,Factura a dar de baja ya se encuentra en estado de baja,,,PE.CPE.ERROR,,
pe_cpe_error_2107,,2107,Numero de RUC SOL no coincide con RUC emisor,,,PE.CPE.ERROR,,
pe_cpe_error_2108,,2108,Presentacion fuera de fecha,,,PE.CPE.ERROR,,
pe_cpe_error_2109,,2109,El comprobante fue registrado previamente con otros datos,,,PE.CPE.ERROR,,
pe_cpe_error_2110,,2110,UBLVersionID - La versión del UBL no es correcta,,,PE.CPE.ERROR,,
pe_cpe_error_2111,,2111,El XML no contiene el tag o no existe informacion de UBLVersionID,,,PE.CPE.ERROR,,
pe_cpe_error_2112,,2112,CustomizationID - La version del documento no es correcta,,,PE.CPE.ERROR,,
pe_cpe_error_2113,,2113,El XML no contiene el tag o no existe informacion de CustomizationID,,,PE.CPE.ERROR,,
pe_cpe_error_2114,,2114,DocumentCurrencyCode -  El dato ingresado no cumple con la estructura,,,PE.CPE.ERROR,,
pe_cpe_error_2115,,2115,El XML no contiene el tag o no existe informacion de DocumentCurrencyCode,,,PE.CPE.ERROR,,
pe_cpe_error_2116,,2116,El tipo de documento modificado por la Nota de credito debe ser factura electronica o ticket,,,PE.CPE.ERROR,,
pe_cpe_error_2117,,2117,La serie o numero del documento modificado por la Nota de Credito no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2118,,2118,Debe indicar las facturas relacionadas a la Nota de Credito,,,PE.CPE.ERROR,,
pe_cpe_error_2119,,2119,El documento modificado en la Nota de credito no esta registrada.,,,PE.CPE.ERROR,,
pe_cpe_error_2120,,2120,El documento modificado en la Nota de credito se encuentra de baja,,,PE.CPE.ERROR,,
pe_cpe_error_2121,,2121,El documento modificado en la Nota de credito esta registrada como rechazada,,,PE.CPE.ERROR,,
pe_cpe_error_2122,,2122,El tag cac:LegalMonetaryTotal/cbc:PayableAmount debe tener informacion valida,,,PE.CPE.ERROR,,
pe_cpe_error_2123,,2123,RegistrationName -  El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2124,,2124,El XML no contiene el tag RegistrationName del emisor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_2125,,2125,ReferenceID -  El dato ingresado debe indicar SERIE-CORRELATIVO del documento al que se relaciona la Nota,,,PE.CPE.ERROR,,
pe_cpe_error_2126,,2126,El XML no contiene informacion en el tag ReferenceID del documento al que se relaciona la nota,,,PE.CPE.ERROR,,
pe_cpe_error_2127,,2127,ResponseCode -  El dato ingresado no cumple  con  la  estructura,,,PE.CPE.ERROR,,
pe_cpe_error_2128,,2128,El XML no contiene el tag o no existe informacion de ResponseCode,,,PE.CPE.ERROR,,
pe_cpe_error_2129,,2129,AdditionalAccountID -  El dato ingresado  en el tipo de documento de identidad del receptor no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2130,,2130,El XML no contiene el tag o no existe informacion de AdditionalAccountID del receptor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_2131,,2131,CustomerAssignedAccountID - El numero de documento de identidad del receptor debe ser RUC,,,PE.CPE.ERROR,,
pe_cpe_error_2132,,2132,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del receptor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_2133,,2133,RegistrationName -  El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2134,,2134,El XML no contiene el tag o no existe informacion de RegistrationName del receptor del documento,,,PE.CPE.ERROR,,
pe_cpe_error_2135,,2135,cac:DiscrepancyResponse/cbc:Description - El dato ingresado no cumple con la estructura,,,PE.CPE.ERROR,,
pe_cpe_error_2136,,2136,El XML no contiene el tag o no existe informacion de cac:DiscrepancyResponse/cbc:Description,,,PE.CPE.ERROR,,
pe_cpe_error_2137,,2137,El Numero de orden del item no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2138,,2138,CreditedQuantity/@unitCode - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2139,,2139,CreditedQuantity - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2140,,2140,El PriceTypeCode debe tener el valor 01,,,PE.CPE.ERROR,,
pe_cpe_error_2141,,2141,cac:TaxCategory/cac:TaxScheme/cbc:ID - El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2142,,2142,El codigo del tributo es invalido,,,PE.CPE.ERROR,,
pe_cpe_error_2143,,2143,cac:TaxScheme/cbc:Name del item - No existe el tag o el dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2144,,2144,cac:TaxCategory/cac:TaxScheme/cbc:TaxTypeCode El dato ingresado no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2145,,2145,El tipo de afectacion del IGV es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2146,,2146,El Nombre Internacional debe ser VAT,,,PE.CPE.ERROR,,
pe_cpe_error_2147,,2147,El sistema de calculo del ISC es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2148,,2148,El Nombre Internacional debe ser EXC,,,PE.CPE.ERROR,,
pe_cpe_error_2149,,2149,El dato ingresado en PayableAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2150,,2150,El valor ingresado en AdditionalMonetaryTotal/cbc:ID es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2151,,2151,AdditionalMonetaryTotal/cbc:ID debe tener valor,,,PE.CPE.ERROR,,
pe_cpe_error_2152,,2152,Es obligatorio al menos un AdditionalInformation,,,PE.CPE.ERROR,,
pe_cpe_error_2153,,2153,Error al procesar la Nota de Credito,,,PE.CPE.ERROR,,
pe_cpe_error_2154,,2154,TaxAmount - El dato ingresado en impuestos globales no cumple con el estandar,,,PE.CPE.ERROR,,
